78039 silly lifecycle ansi-styles@1.0.0~preinstall: no script for preinstall, continuing
83367 silly lifecycle buffer-equal-constant-time@1.0.1~install: no script for install, continuing
83368 silly install bytes@2.4.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\bytes-a7d40b40
83369 info lifecycle bytes@2.4.0~install: bytes@2.4.0
83370 silly lifecycle bytes@2.4.0~install: no script for install, continuing
83371 silly install callsite@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\callsite-e3a5e926
83372 info lifecycle callsite@1.0.0~install: callsite@1.0.0
83373 silly lifecycle callsite@1.0.0~install: no script for install, continuing
83374 silly install better-assert@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\better-assert-8e38e01a
83375 info lifecycle better-assert@1.0.2~install: better-assert@1.0.2
83376 silly lifecycle better-assert@1.0.2~install: no script for install, continuing
83377 silly install camelcase@1.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\camelcase-ed3831b8
83378 info lifecycle camelcase@1.2.1~install: camelcase@1.2.1
83379 silly lifecycle camelcase@1.2.1~install: no script for install, continuing
83380 silly install caseless@0.11.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\caseless-d75b482a
83381 info lifecycle caseless@0.11.0~install: caseless@0.11.0
83382 silly lifecycle caseless@0.11.0~install: no script for install, continuing
83383 silly install casperjs@1.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\casperjs-ec7eccc8
83384 info lifecycle casperjs@1.1.1~install: casperjs@1.1.1
83385 silly lifecycle casperjs@1.1.1~install: no script for install, continuing
83386 silly install character-parser@1.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\character-parser-c53b736b
83387 info lifecycle character-parser@1.2.1~install: character-parser@1.2.1
83388 silly lifecycle character-parser@1.2.1~install: no script for install, continuing
83389 silly install wordwrap@0.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\wordwrap-f53becd0
83390 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
83391 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
83392 silly install cloneextend@0.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cloneextend-d4f5a153
83393 info lifecycle cloneextend@0.0.3~install: cloneextend@0.0.3
83394 silly lifecycle cloneextend@0.0.3~install: no script for install, continuing
83395 silly install coffee-script@1.3.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\coffee-script-ee199b1e
83396 info lifecycle coffee-script@1.3.3~install: coffee-script@1.3.3
83397 silly lifecycle coffee-script@1.3.3~install: no script for install, continuing
83398 silly install colors@1.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\colors-9a8adcd7
83399 info lifecycle colors@1.0.3~install: colors@1.0.3
83400 silly lifecycle colors@1.0.3~install: no script for install, continuing
83401 silly install commander@2.6.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\commander-38275c09
83402 info lifecycle commander@2.6.0~install: commander@2.6.0
83403 silly lifecycle commander@2.6.0~install: no script for install, continuing
83404 silly install component-bind@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-bind-30ee8916
83405 info lifecycle component-bind@1.0.0~install: component-bind@1.0.0
83406 silly lifecycle component-bind@1.0.0~install: no script for install, continuing
83407 silly install component-emitter@1.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-emitter-6b68c2c5
83408 info lifecycle component-emitter@1.1.2~install: component-emitter@1.1.2
83409 silly lifecycle component-emitter@1.1.2~install: no script for install, continuing
83410 silly install component-inherit@0.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-inherit-9d0ba370
83411 info lifecycle component-inherit@0.0.3~install: component-inherit@0.0.3
83412 silly lifecycle component-inherit@0.0.3~install: no script for install, continuing
83413 silly install concat-map@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\concat-map-0e8464a0
83414 info lifecycle concat-map@0.0.1~install: concat-map@0.0.1
83415 silly lifecycle concat-map@0.0.1~install: no script for install, continuing
83416 silly install brace-expansion@1.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\brace-expansion-fbdc3081
83417 info lifecycle brace-expansion@1.1.6~install: brace-expansion@1.1.6
83418 silly lifecycle brace-expansion@1.1.6~install: no script for install, continuing
83419 silly install isarray@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\isarray-2423a13b
83420 info lifecycle isarray@0.0.1~install: isarray@0.0.1
83421 silly lifecycle isarray@0.0.1~install: no script for install, continuing
83422 silly install graceful-fs@4.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\graceful-fs-2dd49654
83423 info lifecycle graceful-fs@4.1.5~install: graceful-fs@4.1.5
83424 silly lifecycle graceful-fs@4.1.5~install: no script for install, continuing
83425 silly install object-assign@4.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\object-assign-dff0ff95
83426 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
83427 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
83428 silly install connection-parse@0.0.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\connection-parse-09c4be50
83429 info lifecycle connection-parse@0.0.7~install: connection-parse@0.0.7
83430 silly lifecycle connection-parse@0.0.7~install: no script for install, continuing
83431 silly install console-browserify@0.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\console-browserify-665b0bfe
83432 info lifecycle console-browserify@0.1.6~install: console-browserify@0.1.6
83433 silly lifecycle console-browserify@0.1.6~install: no script for install, continuing
83434 silly install constantinople@3.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\constantinople-acb1c655
83435 info lifecycle constantinople@3.0.2~install: constantinople@3.0.2
83436 silly lifecycle constantinople@3.0.2~install: no script for install, continuing
83437 silly install content-disposition@0.5.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\content-disposition-00ba1dbd
83438 info lifecycle content-disposition@0.5.1~install: content-disposition@0.5.1
83439 silly lifecycle content-disposition@0.5.1~install: no script for install, continuing
83440 silly install content-type@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\content-type-f9f3a817
83441 info lifecycle content-type@1.0.2~install: content-type@1.0.2
83442 silly lifecycle content-type@1.0.2~install: no script for install, continuing
83443 silly install continuable-cache@0.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\continuable-cache-e2c58218
83444 info lifecycle continuable-cache@0.3.1~install: continuable-cache@0.3.1
83445 silly lifecycle continuable-cache@0.3.1~install: no script for install, continuing
83446 silly install cookie@0.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-60b21d55
83447 info lifecycle cookie@0.3.1~install: cookie@0.3.1
83448 silly lifecycle cookie@0.3.1~install: no script for install, continuing
83449 silly install cookie-signature@1.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-signature-bbd622f9
83450 info lifecycle cookie-signature@1.0.6~install: cookie-signature@1.0.6
83451 silly lifecycle cookie-signature@1.0.6~install: no script for install, continuing
83452 silly install cookie-parser@1.4.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-parser-91d115a9
83453 info lifecycle cookie-parser@1.4.3~install: cookie-parser@1.4.3
83454 silly lifecycle cookie-parser@1.4.3~install: no script for install, continuing
83455 silly install cookiejar@2.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookiejar-a97f1bb0
83456 info lifecycle cookiejar@2.0.6~install: cookiejar@2.0.6
83457 silly lifecycle cookiejar@2.0.6~install: no script for install, continuing
83458 silly install core-js@2.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\core-js-353d06cf
83459 info lifecycle core-js@2.4.1~install: core-js@2.4.1
83460 silly lifecycle core-js@2.4.1~install: no script for install, continuing
83461 silly install core-util-is@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\core-util-is-862efc55
83462 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
83463 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
83464 silly install crypto-js@3.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\crypto-js-783a0040
83465 info lifecycle crypto-js@3.1.6~install: crypto-js@3.1.6
83466 silly lifecycle crypto-js@3.1.6~install: no script for install, continuing
83467 silly install css-parse@1.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-parse-329ad109
83468 info lifecycle css-parse@1.0.4~install: css-parse@1.0.4
83469 silly lifecycle css-parse@1.0.4~install: no script for install, continuing
83470 silly install css-stringify@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-stringify-eadbc80b
83471 info lifecycle css-stringify@1.0.5~install: css-stringify@1.0.5
83472 silly lifecycle css-stringify@1.0.5~install: no script for install, continuing
83473 silly install css@1.0.8 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-d3ca3b4a
83474 info lifecycle css@1.0.8~install: css@1.0.8
83475 silly lifecycle css@1.0.8~install: no script for install, continuing
83476 silly install ctype@0.5.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ctype-4f07876d
83477 info lifecycle ctype@0.5.3~install: ctype@0.5.3
83478 silly lifecycle ctype@0.5.3~install: no script for install, continuing
83479 silly install custom-event@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\custom-event-faf8f3e2
83480 info lifecycle custom-event@1.0.0~install: custom-event@1.0.0
83481 silly lifecycle custom-event@1.0.0~install: no script for install, continuing
83482 silly install cycle@1.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cycle-7c12b7b5
83483 info lifecycle cycle@1.0.3~install: cycle@1.0.3
83484 silly lifecycle cycle@1.0.3~install: no script for install, continuing
83485 silly install assert-plus@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\assert-plus-86438bc6
83486 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
83487 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
83488 silly install dashdash@1.14.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\dashdash-9929d35d
83489 info lifecycle dashdash@1.14.0~install: dashdash@1.14.0
83490 silly lifecycle dashdash@1.14.0~install: no script for install, continuing
83491 silly install dateformat@1.0.2-1.2.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\dateformat-076fe8f6
83492 info lifecycle dateformat@1.0.2-1.2.3~install: dateformat@1.0.2-1.2.3
83493 silly lifecycle dateformat@1.0.2-1.2.3~install: no script for install, continuing
83494 silly install decamelize@1.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\decamelize-0a91f16a
83495 info lifecycle decamelize@1.2.0~install: decamelize@1.2.0
83496 silly lifecycle decamelize@1.2.0~install: no script for install, continuing
83497 silly install type-detect@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\type-detect-aaefed10
83498 info lifecycle type-detect@0.1.1~install: type-detect@0.1.1
83499 silly lifecycle type-detect@0.1.1~install: no script for install, continuing
83500 silly install deep-eql@0.1.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-eql-db301783
83501 info lifecycle deep-eql@0.1.3~install: deep-eql@0.1.3
83502 silly lifecycle deep-eql@0.1.3~install: no script for install, continuing
83503 silly install deep-equal@0.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-equal-cf04450e
83504 info lifecycle deep-equal@0.0.0~install: deep-equal@0.0.0
83505 silly lifecycle deep-equal@0.0.0~install: no script for install, continuing
83506 silly install deep-extend@0.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-extend-5f723eda
83507 info lifecycle deep-extend@0.4.1~install: deep-extend@0.4.1
83508 silly lifecycle deep-extend@0.4.1~install: no script for install, continuing
83509 silly install defined@0.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\defined-f5c56c3a
83510 info lifecycle defined@0.0.0~install: defined@0.0.0
83511 silly lifecycle defined@0.0.0~install: no script for install, continuing
83512 silly install delayed-stream@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\delayed-stream-856a4f56
83513 info lifecycle delayed-stream@1.0.0~install: delayed-stream@1.0.0
83514 silly lifecycle delayed-stream@1.0.0~install: no script for install, continuing
83515 silly install combined-stream@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\combined-stream-00239478
83516 info lifecycle combined-stream@1.0.5~install: combined-stream@1.0.5
83517 silly lifecycle combined-stream@1.0.5~install: no script for install, continuing
83518 silly install depd@1.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\depd-49d5213c
83519 info lifecycle depd@1.1.0~install: depd@1.1.0
83520 silly lifecycle depd@1.1.0~install: no script for install, continuing
83521 silly install destroy@1.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\destroy-8cda082a
83522 info lifecycle destroy@1.0.4~install: destroy@1.0.4
83523 silly lifecycle destroy@1.0.4~install: no script for install, continuing
83524 silly install di@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\di-f87d32db
83525 info lifecycle di@0.0.1~install: di@0.0.1
83526 silly lifecycle di@0.0.1~install: no script for install, continuing
83527 silly install diff@1.4.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\diff-88eeec5b
83528 info lifecycle diff@1.4.0~install: diff@1.4.0
83529 silly lifecycle diff@1.4.0~install: no script for install, continuing
83530 silly install domelementtype@1.3.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domelementtype-522be9d2
83531 info lifecycle domelementtype@1.3.0~install: domelementtype@1.3.0
83532 silly lifecycle domelementtype@1.3.0~install: no script for install, continuing
83533 silly install domhandler@2.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domhandler-2a359d7b
83534 info lifecycle domhandler@2.1.0~install: domhandler@2.1.0
83535 silly lifecycle domhandler@2.1.0~install: no script for install, continuing
83536 silly install domutils@1.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domutils-1091a8de
83537 info lifecycle domutils@1.1.6~install: domutils@1.1.6
83538 silly lifecycle domutils@1.1.6~install: no script for install, continuing
83539 silly install double-ended-queue@2.1.0-0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\double-ended-queue-25212eaa
83540 info lifecycle double-ended-queue@2.1.0-0~install: double-ended-queue@2.1.0-0
83541 silly lifecycle double-ended-queue@2.1.0-0~install: no script for install, continuing
83542 silly install duplexer@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\duplexer-2074638e
83543 info lifecycle duplexer@0.1.1~install: duplexer@0.1.1
83544 silly lifecycle duplexer@0.1.1~install: no script for install, continuing
83545 silly install ecdsa-sig-formatter@1.0.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ecdsa-sig-formatter-cc4bb519
83546 info lifecycle ecdsa-sig-formatter@1.0.7~install: ecdsa-sig-formatter@1.0.7
83547 silly lifecycle ecdsa-sig-formatter@1.0.7~install: no script for install, continuing
83548 silly install ee-first@1.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ee-first-146edac9
83549 info lifecycle ee-first@1.1.1~install: ee-first@1.1.1
83550 silly lifecycle ee-first@1.1.1~install: no script for install, continuing
83551 silly install encodeurl@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\encodeurl-7f198594
83552 info lifecycle encodeurl@1.0.1~install: encodeurl@1.0.1
83553 silly lifecycle encodeurl@1.0.1~install: no script for install, continuing
83554 silly install isarray@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\isarray-9005b103
83555 info lifecycle isarray@0.0.1~install: isarray@0.0.1
83556 silly lifecycle isarray@0.0.1~install: no script for install, continuing
83557 silly install has-binary@0.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\has-binary-f3c84152
83558 info lifecycle has-binary@0.1.6~install: has-binary@0.1.6
83559 silly lifecycle has-binary@0.1.6~install: no script for install, continuing
83560 silly install mime-db@1.12.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\mime-db-6646ce40
83561 info lifecycle mime-db@1.12.0~install: mime-db@1.12.0
83562 silly lifecycle mime-db@1.12.0~install: no script for install, continuing
83563 silly install mime-types@2.0.14 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\mime-types-4020238f
83564 info lifecycle mime-types@2.0.14~install: mime-types@2.0.14
83565 silly lifecycle mime-types@2.0.14~install: no script for install, continuing
83566 silly install negotiator@0.4.9 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\negotiator-5e6ad783
83567 info lifecycle negotiator@0.4.9~install: negotiator@0.4.9
83568 silly lifecycle negotiator@0.4.9~install: no script for install, continuing
83569 silly install accepts@1.1.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\accepts-c1316f12
83570 info lifecycle accepts@1.1.4~install: accepts@1.1.4
83571 silly lifecycle accepts@1.1.4~install: no script for install, continuing
83572 silly install ent@2.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ent-f99aa06e
83573 info lifecycle ent@2.2.0~install: ent@2.2.0
83574 silly lifecycle ent@2.2.0~install: no script for install, continuing
83575 silly install es6-promise@3.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-promise-5152969d
83576 info lifecycle es6-promise@3.0.2~install: es6-promise@3.0.2
83577 silly lifecycle es6-promise@3.0.2~install: no script for install, continuing
83578 silly install es6-symbol@3.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-symbol-3614ce96
83579 info lifecycle es6-symbol@3.1.0~install: es6-symbol@3.1.0
83580 silly lifecycle es6-symbol@3.1.0~install: no script for install, continuing
83581 silly install es5-ext@0.10.12 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es5-ext-2c011fe7
83582 info lifecycle es5-ext@0.10.12~install: es5-ext@0.10.12
83583 silly lifecycle es5-ext@0.10.12~install: no script for install, continuing
83584 silly install d@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\d-ac057234
83585 info lifecycle d@0.1.1~install: d@0.1.1
83586 silly lifecycle d@0.1.1~install: no script for install, continuing
83587 silly install es6-iterator@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-iterator-c49d5789
83588 info lifecycle es6-iterator@2.0.0~install: es6-iterator@2.0.0
83589 silly lifecycle es6-iterator@2.0.0~install: no script for install, continuing
83590 silly install es6-symbol@2.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-symbol-77575130
83591 info lifecycle es6-symbol@2.0.1~install: es6-symbol@2.0.1
83592 silly lifecycle es6-symbol@2.0.1~install: no script for install, continuing
83593 silly install es6-iterator@0.1.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-iterator-b3256dac
83594 info lifecycle es6-iterator@0.1.3~install: es6-iterator@0.1.3
83595 silly lifecycle es6-iterator@0.1.3~install: no script for install, continuing
83596 silly install es6-weak-map@0.1.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\es6-weak-map-4a998ca4
83597 info lifecycle es6-weak-map@0.1.4~install: es6-weak-map@0.1.4
83598 silly lifecycle es6-weak-map@0.1.4~install: no script for install, continuing
83599 silly install escape-html@1.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\escape-html-ebd5f2b0
83600 info lifecycle escape-html@1.0.3~install: escape-html@1.0.3
83601 silly lifecycle escape-html@1.0.3~install: no script for install, continuing
83602 silly install escape-string-regexp@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\escape-string-regexp-b7f7e4f1
83603 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
83604 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
83605 silly install esprima@2.7.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\esprima-18baa95e
83606 info lifecycle esprima@2.7.2~install: esprima@2.7.2
83607 silly lifecycle esprima@2.7.2~install: no script for install, continuing
83608 silly install etag@1.7.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\etag-8c15a9e0
83609 info lifecycle etag@1.7.0~install: etag@1.7.0
83610 silly lifecycle etag@1.7.0~install: no script for install, continuing
83611 silly install event-emitter@0.3.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\event-emitter-513b567d
83612 info lifecycle event-emitter@0.3.4~install: event-emitter@0.3.4
83613 silly lifecycle event-emitter@0.3.4~install: no script for install, continuing
83614 silly install eventemitter2@0.4.14 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\eventemitter2-923cc158
83615 info lifecycle eventemitter2@0.4.14~install: eventemitter2@0.4.14
83616 silly lifecycle eventemitter2@0.4.14~install: no script for install, continuing
83617 silly install eventemitter3@1.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\eventemitter3-5567e05f
83618 info lifecycle eventemitter3@1.2.0~install: eventemitter3@1.2.0
83619 silly lifecycle eventemitter3@1.2.0~install: no script for install, continuing
83620 silly install exit@0.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\exit-085f40e7
83621 info lifecycle exit@0.1.2~install: exit@0.1.2
83622 silly lifecycle exit@0.1.2~install: no script for install, continuing
83623 silly install is-number@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\is-number-316c936b
83624 info lifecycle is-number@0.1.1~install: is-number@0.1.1
83625 silly lifecycle is-number@0.1.1~install: no script for install, continuing
83626 silly install repeat-string@0.2.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\repeat-string-4f042e72
83627 info lifecycle repeat-string@0.2.2~install: repeat-string@0.2.2
83628 silly lifecycle repeat-string@0.2.2~install: no script for install, continuing
83629 silly install expand-range@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\expand-range-da15fd4e
83630 info lifecycle expand-range@0.1.1~install: expand-range@0.1.1
83631 silly lifecycle expand-range@0.1.1~install: no script for install, continuing
83632 silly install braces@0.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\braces-6801b4b3
83633 info lifecycle braces@0.1.5~install: braces@0.1.5
83634 silly lifecycle braces@0.1.5~install: no script for install, continuing
83635 silly install expand-braces@0.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\expand-braces-77073ee8
83636 info lifecycle expand-braces@0.1.2~install: expand-braces@0.1.2
83637 silly lifecycle expand-braces@0.1.2~install: no script for install, continuing
83638 silly install extend@3.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\extend-1aab3ecd
83639 info lifecycle extend@3.0.0~install: extend@3.0.0
83640 silly lifecycle extend@3.0.0~install: no script for install, continuing
83641 silly install extsprintf@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\extsprintf-1874b3b8
83642 info lifecycle extsprintf@1.0.2~install: extsprintf@1.0.2
83643 silly lifecycle extsprintf@1.0.2~install: no script for install, continuing
83644 silly install eyes@0.1.8 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\eyes-75ddb83a
83645 info lifecycle eyes@0.1.8~install: eyes@0.1.8
83646 silly lifecycle eyes@0.1.8~install: no script for install, continuing
83647 silly install faye-websocket@0.4.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\faye-websocket-94343c82
83648 info lifecycle faye-websocket@0.4.4~install: faye-websocket@0.4.4
83649 silly lifecycle faye-websocket@0.4.4~install: no script for install, continuing
83650 silly install filename-regex@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\filename-regex-461922f9
83651 info lifecycle filename-regex@2.0.0~install: filename-regex@2.0.0
83652 silly lifecycle filename-regex@2.0.0~install: no script for install, continuing
83653 silly install lodash@2.4.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\lodash-a0390690
83654 info lifecycle lodash@2.4.2~install: lodash@2.4.2
83655 silly lifecycle lodash@2.4.2~install: no script for install, continuing
83656 silly install for-in@0.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\for-in-48f4c349
83657 info lifecycle for-in@0.1.5~install: for-in@0.1.5
83658 silly lifecycle for-in@0.1.5~install: no script for install, continuing
83659 silly install for-own@0.1.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\for-own-c4f3eeb2
83660 info lifecycle for-own@0.1.4~install: for-own@0.1.4
83661 silly lifecycle for-own@0.1.4~install: no script for install, continuing
83662 silly install foreach@2.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\foreach-a0d416ba
83663 info lifecycle foreach@2.0.5~install: foreach@2.0.5
83664 silly lifecycle foreach@2.0.5~install: no script for install, continuing
83665 silly install forever-agent@0.6.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\forever-agent-a761b574
83666 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
83667 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
83668 silly install formidable@1.0.17 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\formidable-524093a0
83669 info lifecycle formidable@1.0.17~install: formidable@1.0.17
83670 silly lifecycle formidable@1.0.17~install: no script for install, continuing
83671 silly install qs@5.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\qs-495e7dd8
83672 info lifecycle qs@5.2.1~install: qs@5.2.1
83673 silly lifecycle qs@5.2.1~install: no script for install, continuing
83674 silly install forwarded@0.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\forwarded-03fd6e4e
83675 info lifecycle forwarded@0.1.0~install: forwarded@0.1.0
83676 silly lifecycle forwarded@0.1.0~install: no script for install, continuing
83677 silly install fresh@0.3.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\fresh-91f51a35
83678 info lifecycle fresh@0.3.0~install: fresh@0.3.0
83679 silly lifecycle fresh@0.3.0~install: no script for install, continuing
83680 silly install from@0.1.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\from-faf5f55c
83681 info lifecycle from@0.1.3~install: from@0.1.3
83682 silly lifecycle from@0.1.3~install: no script for install, continuing
83683 silly install fs.realpath@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\fs.realpath-315e31ac
83684 info lifecycle fs.realpath@1.0.0~install: fs.realpath@1.0.0
83685 silly lifecycle fs.realpath@1.0.0~install: no script for install, continuing
83686 silly install function-bind@1.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\function-bind-42ecfbd0
83687 info lifecycle function-bind@1.1.0~install: function-bind@1.1.0
83688 silly lifecycle function-bind@1.1.0~install: no script for install, continuing
83689 silly install generate-function@2.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\generate-function-4d6b9358
83690 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
83691 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
83692 silly install get-stdin@4.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\get-stdin-6c97596f
83693 info lifecycle get-stdin@4.0.1~install: get-stdin@4.0.1
83694 silly lifecycle get-stdin@4.0.1~install: no script for install, continuing
83695 silly install getobject@0.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\getobject-458caa97
83696 info lifecycle getobject@0.1.0~install: getobject@0.1.0
83697 silly lifecycle getobject@0.1.0~install: no script for install, continuing
83698 silly install assert-plus@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\assert-plus-592fa80a
83699 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
83700 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
83701 silly install getpass@0.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\getpass-414f9236
83702 info lifecycle getpass@0.1.6~install: getpass@0.1.6
